item_id,categoria,nombre_de_producto,precio_de_producto,descuento,url_producto 
192026CH,Camisas Hombre,Camisa Manga Larga Mini Print Collection Greenfield,$24.990,$0,https://www.paris.cl/camisa-manga-larga-mini-print-collection-greenfield-192026.html?dwvar_192026_color=0100&cgid=homJuvCamisas
526506CH,Camisas Hombre,Camisa Casual Dark Red Geo Topman,$39.990,$0,https://www.paris.cl/camisa-casual-dark-red-geo-topman-526506.html?dwvar_526506_color=9999&cgid=homJuvCamisas
927528CH,Camisas Hombre,Camisa Manga Corta Casual Foster,$6.990,$18.000,https://www.paris.cl/camisa-manga-corta-casual-foster-927528.html?dwvar_927528_color=0100&cgid=homJuvCamisas
971959CH,Camisas Hombre,Camisa Estampada Converse,$9.990,$25.000,https://www.paris.cl/camisa-estampada-converse-971959.html?dwvar_971959_color=0001&cgid=homJuvCamisas
476114CH,Camisas Hombre,Camisa Manga Larga Mini Print Opposite,$17.990,$0,https://www.paris.cl/camisa-manga-larga-mini-print-opposite-476114.html?dwvar_476114_color=0001&cgid=homJuvCamisas
619815CH,Camisas Hombre,Camisa White Panel Slim Topman,$39.990,$0,https://www.paris.cl/camisa-white-panel-slim-topman-619815.html?dwvar_619815_color=9999&cgid=homJuvCamisas
441964CH,Camisas Hombre,Camisa Manga Larga Tela Bifaz Camuflada JJO,$26.990,$0,https://www.paris.cl/camisa-manga-larga-tela-bifaz-camuflada-jjo-441964.html?dwvar_441964_color=0021&cgid=homJuvCamisas
435138CH,Camisas Hombre,Camisa Denim American Eagle,$34.990,$0,https://www.paris.cl/camisa-denim-american-eagle-435138.html?dwvar_435138_color=0001&cgid=homJuvCamisas
467474CH,Camisas Hombre,Camisa Floreada Foster,$26.990,$0,https://www.paris.cl/camisa-floreada-foster-467474.html?dwvar_467474_color=0960&cgid=homJuvCamisas
582493CH,Camisas Hombre,Camisa Casual Khaki Two Pocket Topman ,$39.990,$0,https://www.paris.cl/camisa-casual-khaki-two-pocket-topman--582493.html?dwvar_582493_color=9999&cgid=homJuvCamisas
212889CH,Camisas Hombre,Camisa Manga Larga Cuadros Legacy,$34.990,$0,https://www.paris.cl/camisa-manga-larga-cuadros-legacy-212889.html?dwvar_212889_color=0960&cgid=homJuvCamisas
508772CH,Camisas Hombre,Camisa Mini Print Cuadros Peroe,$21.990,$0,https://www.paris.cl/camisa-mini-print-cuadros-peroe-508772.html?dwvar_508772_color=0401&cgid=homJuvCamisas
526510CH,Camisas Hombre,Camisa Casual Diagonal Stripe Topman,$39.990,$0,https://www.paris.cl/camisa-casual-diagonal-stripe-topman-526510.html?dwvar_526510_color=9999&cgid=homJuvCamisas
467480CH,Camisas Hombre,Camisa Negra Foster,$29.990,$0,https://www.paris.cl/camisa-negra-foster-467480.html?dwvar_467480_color=0001&cgid=homJuvCamisas
212891CH,Camisas Hombre,Camisa Manga Larga Cuadros Legacy,$34.990,$0,https://www.paris.cl/camisa-manga-larga-cuadros-legacy-212891.html?dwvar_212891_color=0420&cgid=homJuvCamisas
467183CH,Camisas Hombre,Camisa Manga Larga Cotele Mil Rayas Aussie,$19.990,$0,https://www.paris.cl/camisa-manga-larga-cotele-mil-rayas-aussie-467183.html?dwvar_467183_color=0301&cgid=homJuvCamisas
475572CH,Camisas Hombre,Camisa Bussines Peroe,$21.990,$0,https://www.paris.cl/camisa-bussines-peroe-475572.html?dwvar_475572_color=0101&cgid=homJuvCamisas
590281CH,Camisas Hombre,Camisa Slim Topman,$39.990,$0,https://www.paris.cl/camisa-slim-topman-590281.html?dwvar_590281_color=9999&cgid=homJuvCamisas
250895CH,Camisas Hombre,Camisa Estampada Tablas Aussie,$19.990,$0,https://www.paris.cl/camisa-estampada-tablas-aussie-250895.html?dwvar_250895_color=0021&cgid=homJuvCamisas
210008CH,Camisas Hombre,Camisa Estampada Unlimited,$19.990,$0,https://www.paris.cl/camisa-estampada-unlimited-210008.html?dwvar_210008_color=0401&cgid=homJuvCamisas
476201CH,Camisas Hombre,Camisa Jeans Mini Print Unlimited,$22.990,$0,https://www.paris.cl/camisa-jeans-mini-print-unlimited-476201.html?dwvar_476201_color=0420&cgid=homJuvCamisas
476173CH,Camisas Hombre,Camisa Manga Larga Fil A Fil Unlimited,$22.990,$0,https://www.paris.cl/camisa-manga-larga-fil-a-fil-unlimited-476173.html?dwvar_476173_color=0050&cgid=homJuvCamisas
239290CH,Camisas Hombre,Camisa Lisa American Eagle,$29.990,$0,https://www.paris.cl/camisa-lisa-american-eagle-239290.html?dwvar_239290_color=0100&cgid=homJuvCamisas
118665JH,Jeans Hombre,Jeans Color Opposite,$4.990,$13.000,https://www.paris.cl/jeans-color-opposite-118665.html?dwvar_118665_color=0050&cgid=homJuvJeans
395509JH,Jeans Hombre,Jeans Focalizado Rotura Opposite,$9.990,$10.000,https://www.paris.cl/jeans-focalizado-rotura-opposite-395509.html?dwvar_395509_color=0420&cgid=homJuvJeans
395493JH,Jeans Hombre,Jeans Urbano Opposite,$9.990,$10.000,https://www.paris.cl/jeans-urbano-opposite-395493.html?dwvar_395493_color=0401&cgid=homJuvJeans
467576JH,Jeans Hombre,Jeans Celeste Rasgado Foster,$29.990,$0,https://www.paris.cl/jeans-celeste-rasgado-foster-467576.html?dwvar_467576_color=0450&cgid=homJuvJeans
248680JH,Jeans Hombre,Jeans Liso Fes,$9.990,$0,https://www.paris.cl/jeans-liso-fes-248680.html?dwvar_248680_color=0021&cgid=homJuvJeans
248685JH,Jeans Hombre,Jeans Azul Oscuro Fes,$9.990,$0,https://www.paris.cl/jeans-azul-oscuro-fes-248685.html?dwvar_248685_color=0401&cgid=homJuvJeans
451591JH,Jeans Hombre,Jeans Skinny Deyton Wrangler Celeste,$22.190,$14.800,https://www.paris.cl/jeans-skinny-deyton-wrangler-celeste-451591.html?dwvar_451591_color=0450&cgid=homJuvJeans
476050JH,Jeans Hombre,Jeans Slim Fit Negro Aussie,$22.990,$0,https://www.paris.cl/jeans-slim-fit-negro-aussie-476050.html?dwvar_476050_color=0001&cgid=homJuvJeans
248683JH,Jeans Hombre,Jeans Urbano Fes,$9.990,$0,https://www.paris.cl/jeans-urbano-fes-248683.html?dwvar_248683_color=0050&cgid=homJuvJeans
514414JH,Jeans Hombre,Jeans Black Ripped Slim Topman,$19.990,$40.000,https://www.paris.cl/jeans-black-ripped-slim-topman-514414.html?dwvar_514414_color=9999&cgid=homJuvJeans
248687JH,Jeans Hombre,Jeans Focalizado Azul Electrico Fes,$9.990,$0,https://www.paris.cl/jeans-focalizado-azul-electrico-fes-248687.html?dwvar_248687_color=0420&cgid=homJuvJeans
442179JH,Jeans Hombre,Jeans Spray On Focalizado JJO,$26.990,$0,https://www.paris.cl/jeans-spray-on-focalizado-jjo-442179.html?dwvar_442179_color=0030&cgid=homJuvJeans
490350JH,Jeans Hombre,Jeans Biker Opposite,$19.990,$0,https://www.paris.cl/jeans-biker-opposite-490350.html?dwvar_490350_color=0001&cgid=homJuvJeans
117135JH,Jeans Hombre,Jeans Color 505-15 Levi s,$42.990,$0,https://www.paris.cl/jeans-color-505-15-levis-117135.html?dwvar_117135_color=0301&cgid=homJuvJeans
240572JH,Jeans Hombre,Jeans Basico Super Skinny Foster,$19.990,$5.000,https://www.paris.cl/jeans-basico-super-skinny-foster-240572.html?dwvar_240572_color=0401&cgid=homJuvJeans
434641JH,Jeans Hombre,Jeans Skinny American Eagle,$19.990,$30.000,https://www.paris.cl/jeans-skinny-american-eagle-434641.html?dwvar_434641_color=0460&cgid=homJuvJeans
240589JH,Jeans Hombre,Jeans Basico Slim Negro Foster,$19.990,$5.000,https://www.paris.cl/jeans-basico-slim-negro-foster-240589.html?dwvar_240589_color=0001&cgid=homJuvJeans
451387JH,Jeans Hombre,Jeans Slicker Jogg Lee,$23.990,$16.000,https://www.paris.cl/jeans-slicker-jogg-lee-451387.html?dwvar_451387_color=0001&cgid=homJuvJeans
395611JH,Jeans Hombre,Jeans Liso Opposite,$9.990,$10.000,https://www.paris.cl/jeans-liso-opposite-395611.html?dwvar_395611_color=0001&cgid=homJuvJeans
395520JH,Jeans Hombre,Jeans Slim Fit Negro Opposite,$9.990,$10.000,https://www.paris.cl/jeans-slim-fit-negro-opposite-395520.html?dwvar_395520_color=0001&cgid=homJuvJeans
516948JH,Jeans Hombre,Jeans Super Skinny Negro JJO,$17.990,$0,https://www.paris.cl/jeans-super-skinny-negro-jjo-516948.html?dwvar_516948_color=0001&cgid=homJuvJeans
395614JH,Jeans Hombre,Jeans Rasgado Opposite,$9.990,$10.000,https://www.paris.cl/jeans-rasgado-opposite-395614.html?dwvar_395614_color=0420&cgid=homJuvJeans
451488JH,Jeans Hombre,Jeans Slim Jacksville Wrangler,$23.390,$15.600,https://www.paris.cl/jeans-slim-jacksville-wrangler-451488.html?dwvar_451488_color=0401&cgid=homJuvJeans
242233JH,Jeans Hombre,Jeans Super Skinny Destroyer Denim Alexis JJO,$29.990,$0,https://www.paris.cl/jeans-super-skinny-destroyer-denim-alexis-jjo-242233.html?dwvar_242233_color=0401&cgid=homJuvJeans
516876JH,Jeans Hombre,Jeans Fit Liso Alexis Collection JJO,$17.990,$0,https://www.paris.cl/jeans-fit-liso-alexis-collection-jjo-516876.html?dwvar_516876_color=0408&cgid=homJuvJeans
290354JH,Jeans Hombre,Jeans Color Essential Unlimited,$14.990,$5.000,https://www.paris.cl/jeans-color-essential-unlimited-290354.html?dwvar_290354_color=0001&cgid=homJuvJeans
442171JH,Jeans Hombre,Jeans Spray On Crop Roturas Negro JJO,$26.990,$0,https://www.paris.cl/jeans-spray-on-crop-roturas-negro-jjo-442171.html?dwvar_442171_color=0001&cgid=homJuvJeans
437362JH,Jeans Hombre,Jeans Stretch Skinny with Rips Topman,$19.990,$30.000,https://www.paris.cl/jeans-stretch-skinny-with-rips-topman-437362.html?dwvar_437362_color=9999&cgid=homJuvJeans
248693JH,Jeans Hombre,Jeans Skinny Fes,$9.990,$0,https://www.paris.cl/jeans-skinny-fes-248693.html?dwvar_248693_color=0001&cgid=homJuvJeans
442153JH,Jeans Hombre,Jardinera Denim Roturas JJO,$34.990,$0,https://www.paris.cl/jardinera-denim-roturas-jjo-442153.html?dwvar_442153_color=0001&cgid=homJuvJeans
284668JH,Jeans Hombre,Jeans Super Skinny Roturas Azul Oscuro Foster,$29.990,$0,https://www.paris.cl/jeans-super-skinny-roturas-azul-oscuro-foster-284668.html?dwvar_284668_color=0401&cgid=homJuvJeans
451457JH,Jeans Hombre,Jeans Slim Deyton Wrangler Azul,$25.790,$17.200,https://www.paris.cl/jeans-slim-deyton-wrangler-azul-451457.html?dwvar_451457_color=0400&cgid=homJuvJeans
235687JH,Jeans Hombre,Jeans Basico Rainforest,$7.990,$5.000,https://www.paris.cl/jeans-basico-rainforest-235687.html?dwvar_235687_color=0420&cgid=homJuvJeans
526465JH,Jeans Hombre,Jeans Mid Wash Rip Skinny Topman,$19.990,$30.000,https://www.paris.cl/jeans-mid-wash-rip-skinny-topman-526465.html?dwvar_526465_color=9999&cgid=homJuvJeans
434549JH,Jeans Hombre,Jeans Slim Straight Ne(X)t Level American Eagle,$21.990,$33.000,https://www.paris.cl/jeans-slim-straight-next-level-american-eagle-434549.html?dwvar_434549_color=0401&cgid=homJuvJeans
235696JH,Jeans Hombre,Jeans Basico Essential Rainforest,$7.990,$5.000,https://www.paris.cl/jeans-basico-essential-rainforest-235696.html?dwvar_235696_color=0030&cgid=homJuvJeans
414428JH,Jeans Hombre,Jeans Skinny Roturas Azulino Foster,$29.990,$0,https://www.paris.cl/jeans-skinny-roturas-azulino-foster-414428.html?dwvar_414428_color=0420&cgid=homJuvJeans
414459JH,Jeans Hombre,Jeans Skinny Foster,$29.990,$0,https://www.paris.cl/jeans-skinny-foster-414459.html?dwvar_414459_color=0401&cgid=homJuvJeans
619821JH,Jeans Hombre,Jeans 505 Recto Denim Levi s,$44.990,$0,https://www.paris.cl/jeans-505-recto-denim-levis-619821.html?dwvar_619821_color=9999&cgid=homJuvJeans
657192JH,Jeans Hombre,Jeans 511 Focalizado Levi s,$44.990,$0,https://www.paris.cl/jeans-511-focalizado-levis-657192.html?dwvar_657192_color=0420&cgid=homJuvJeans
143148BH,Boxers Hombre,Pack 2 Boxer Microfibra Palmers,$5.990,$4.000,https://www.paris.cl/pack-2-boxer-microfibra-palmers-143148.html?dwvar_143148_color=0999&cgid=homIntBoxers
436228BH,Boxers Hombre,Pack 2 Boxer Diseños Palmers,$5.990,$7.000,https://www.paris.cl/pack-2-boxer-disenos-palmers-436228.html?dwvar_436228_color=9997&cgid=homIntBoxers
205827BH,Boxers Hombre,Slip Evolution Calvin Kelin,$19.990,$10.000,https://www.paris.cl/slip-evolution-calvin-kelin-205827.html?dwvar_205827_color=0001&cgid=homIntBoxers
251006BH,Boxers Hombre,Boxer Estampado Full Opposite,$3.990,$9.000,https://www.paris.cl/boxer-estampado-full-opposite-251006.html?dwvar_251006_color=0960&cgid=homIntBoxers
555404BH,Boxers Hombre,Pack 2 Boxer Color Palmers,$5.990,$7.000,https://www.paris.cl/pack-2-boxer-color-palmers-555404.html?dwvar_555404_color=9997&cgid=homIntBoxers
262849BH,Boxers Hombre,Pack 2 Boxer Corto Print Gangsta,$10.990,$0,https://www.paris.cl/pack-2-boxer-corto-print-gangsta-262849.html?dwvar_262849_color=0020&cgid=homIntBoxers
205678BH,Boxers Hombre,Boxer Liso Corto Calvin Klein,$29.990,$0,https://www.paris.cl/boxer-liso-corto-calvin-klein-205678.html?dwvar_205678_color=0001&cgid=homIntBoxers
205549BH,Boxers Hombre,Boxer Corto Calvin Klein,$29.990,$0,https://www.paris.cl/boxer-corto-calvin-klein-205549.html?dwvar_205549_color=0001&cgid=homIntBoxers
205579BH,Boxers Hombre,Boxer Modern Calvin Klein,$29.990,$0,https://www.paris.cl/boxer-modern-calvin-klein-205579.html?dwvar_205579_color=0001&cgid=homIntBoxers
251008BH,Boxers Hombre,Boxer Estampad Animacion Opposite,$3.990,$9.000,https://www.paris.cl/boxer-estampad-animacion-opposite-251008.html?dwvar_251008_color=0960&cgid=homIntBoxers
804380BH,Boxers Hombre,Pack 4 Slip Liso Palmers,$11.990,$0,https://www.paris.cl/pack-4-slip-liso-palmers-804380.html?dwvar_804380_color=0001&cgid=homIntBoxers
804375BH,Boxers Hombre,Slip Algodon Clasico Palmers,$9.990,$0,https://www.paris.cl/slip-algodon-clasico-palmers-804375.html?dwvar_804375_color=0001&cgid=homIntBoxers
804384BH,Boxers Hombre,Boxer Pack 5 Pares Liso Palmers,$16.990,$0,https://www.paris.cl/boxer-pack-5-pares-liso-palmers-804384.html?dwvar_804384_color=0100&cgid=homIntBoxers
552800BH,Boxers Hombre,Boxer Colores Palmers,$6.990,$2.000,https://www.paris.cl/boxer-colores-palmers-552800.html?dwvar_552800_color=0301&cgid=homIntBoxers
804398BH,Boxers Hombre,Pack 2 Boxer Colorido Palmers,$12.990,$0,https://www.paris.cl/pack-2-boxer-colorido-palmers-804398.html?dwvar_804398_color=0700&cgid=homIntBoxers
436229BH,Boxers Hombre,Pack 2 Boxer Multicolor Palmers,$5.990,$4.000,https://www.paris.cl/pack-2-boxer-multicolor-palmers-436229.html?dwvar_436229_color=9997&cgid=homIntBoxers
457440BH,Boxers Hombre,Pack 2 Boxer Full Print Gangsta,$9.990,$0,https://www.paris.cl/pack-2-boxer-full-print-gangsta-457440.html?dwvar_457440_color=0100&cgid=homIntBoxers
804383BH,Boxers Hombre,Boxer Liso Palmers,$16.990,$0,https://www.paris.cl/boxer-liso-palmers-804383.html?dwvar_804383_color=0999&cgid=homIntBoxers
710501BH,Boxers Hombre,Slip Pack 3 Pares Liso Palmers,$7.990,$1.000,https://www.paris.cl/slip-pack-3-pares-liso-palmers-710501.html?dwvar_710501_color=0050&cgid=homIntBoxers
804396BH,Boxers Hombre,Boxer Largo Cobre Palmers,$9.990,$3.000,https://www.paris.cl/boxer-largo-cobre-palmers-804396.html?dwvar_804396_color=0999&cgid=homIntBoxers
804391BH,Boxers Hombre,Boxer Largo Bamboo Special Palmers,$12.990,$0,https://www.paris.cl/boxer-largo-bamboo-special-palmers-804391.html?dwvar_804391_color=0601&cgid=homIntBoxers
804379BH,Boxers Hombre,Boxer Color Plamers,$11.990,$0,https://www.paris.cl/boxer-color-plamers-804379.html?dwvar_804379_color=0600&cgid=homIntBoxers
804378BH,Boxers Hombre,Boxer Print Palmers,$11.990,$0,https://www.paris.cl/boxer-print-palmers-804378.html?dwvar_804378_color=0999&cgid=homIntBoxers
714580PM,Parkas Mujer,Biker Opposite,$12.990,$17.000,https://www.paris.cl/biker-opposite-714580.html?dwvar_714580_color=0301&cgid=mujJuvChaquetasParkas
532791PM,Parkas Mujer,Calza Algodon Adidas ,$17.490,$7.500,https://www.paris.cl/calza-algodon-adidas%C2%A0-532791.html?dwvar_532791_color=0001&cgid=mujJuvChaquetasParkas
532779PM,Parkas Mujer,Calza Tiro Medio Adidas ,$17.490,$7.500,https://www.paris.cl/calza-tiro-medio-adidas%C2%A0-532779.html?dwvar_532779_color=0500&cgid=mujJuvChaquetasParkas
487781PM,Parkas Mujer,Casaca Bolsillos Mujer Gorro Chiporro Maui,$35.990,$24.000,https://www.paris.cl/casaca-bolsillos-mujer-gorro-chiporro-maui-487781.html?dwvar_487781_color=0200&cgid=mujJuvChaquetasParkas
532794PM,Parkas Mujer,Pantalon Bandas Adidas ,$20.990,$9.000,https://www.paris.cl/pantalon-bandas-adidas%C2%A0-532794.html?dwvar_532794_color=0650&cgid=mujJuvChaquetasParkas
414355PM,Parkas Mujer,Blazer Reptil Foster,$19.990,$40.000,https://www.paris.cl/blazer-reptil-foster-414355.html?dwvar_414355_color=0001&cgid=mujJuvChaquetasParkas
525166PM,Parkas Mujer,Chaqueta Denim American Eagle,$25.000,$24.990,https://www.paris.cl/chaqueta-denim-american-eagle-525166.html?dwvar_525166_color=0460&cgid=mujJuvChaquetasParkas
479434PM,Parkas Mujer,Biker Trucker Cargo Opposite,$24.990,$15.000,https://www.paris.cl/biker-trucker-cargo-opposite-479434.html?dwvar_479434_color=0210&cgid=mujJuvChaquetasParkas
474416PM,Parkas Mujer,Chaqueta Denim Opposite,$19.990,$5.000,https://www.paris.cl/chaqueta-denim-opposite-474416.html?dwvar_474416_color=0010&cgid=mujJuvChaquetasParkas
474599PM,Parkas Mujer,Casaca Cotele Aussie,$39.990,$0,https://www.paris.cl/casaca-cotele-aussie-474599.html?dwvar_474599_color=0001&cgid=mujJuvChaquetasParkas
545627PM,Parkas Mujer,Blazer Aplicacion Hombros iO,$24.990,$25.000,https://www.paris.cl/blazer-aplicacion-hombros-io-545627.html?dwvar_545627_color=0020&cgid=mujJuvChaquetasParkas
590267PM,Parkas Mujer,Parka Sin Manga Entrada Merrell,$74.990,$0,https://www.paris.cl/parka-sin-manga-entrada-merrell-590267.html?dwvar_590267_color=0101&cgid=mujJuvChaquetasParkas
532792PM,Parkas Mujer,Pantalon Franjas Adidas ,$30.090,$12.900,https://www.paris.cl/pantalon-franjas-adidas%C2%A0-532792.html?dwvar_532792_color=0300&cgid=mujJuvChaquetasParkas
580115PM,Parkas Mujer,Biker Suede Opposite,$16.990,$0,https://www.paris.cl/biker-suede-opposite-580115.html?dwvar_580115_color=0960&cgid=mujJuvChaquetasParkas
590264PM,Parkas Mujer,Parka Sin Manga Entrada Negro Merrell,$74.990,$0,https://www.paris.cl/parka-sin-manga-entrada-negro-merrell-590264.html?dwvar_590264_color=0001&cgid=mujJuvChaquetasParkas
647923PM,Parkas Mujer,Chaqueta Single Breasted Topshop,$89.990,$0,https://www.paris.cl/chaqueta-single-breasted-topshop-647923.html?dwvar_647923_color=9999&cgid=mujJuvChaquetasParkas
632759PM,Parkas Mujer,Chaqueta Biker Topshop,$59.990,$0,https://www.paris.cl/chaqueta-biker-topshop-632759.html?dwvar_632759_color=9999&cgid=mujJuvChaquetasParkas
590255PM,Parkas Mujer,Parka Entrada Merrell,$94.990,$0,https://www.paris.cl/parka-entrada-merrell-590255.html?dwvar_590255_color=0610&cgid=mujJuvChaquetasParkas
442294PM,Parkas Mujer,Chaqueta Pu Abierta con Tachas Jjo,$44.990,$0,https://www.paris.cl/chaqueta-pu-abierta-con-tachas-jjo-442294.html?dwvar_442294_color=0001&cgid=mujJuvChaquetasParkas
550077PM,Parkas Mujer,Chaqueta Oversized Denim Topshop,$54.990,$0,https://www.paris.cl/chaqueta-oversized-denim-topshop-550077.html?dwvar_550077_color=9999&cgid=mujJuvChaquetasParkas
445661PM,Parkas Mujer,Chaqueta Pu Cuello Mao Jjo,$49.990,$0,https://www.paris.cl/chaqueta-pu-cuello-mao-jjo-445661.html?dwvar_445661_color=0301&cgid=mujJuvChaquetasParkas
653231PM,Parkas Mujer,Blazer Raw Hem Topshop,$49.990,$0,https://www.paris.cl/blazer-raw-hem-topshop-653231.html?dwvar_653231_color=9999&cgid=mujJuvChaquetasParkas
590243PM,Parkas Mujer,Chaqueta Trekpro Merrell,$149.990,$0,https://www.paris.cl/chaqueta-trekpro-merrell-590243.html?dwvar_590243_color=0660&cgid=mujJuvChaquetasParkas
534408PM,Parkas Mujer,Chaqueta Oversized Denim Topshop,$49.990,$0,https://www.paris.cl/chaqueta-oversized-denim-topshop-534408.html?dwvar_534408_color=9999&cgid=mujJuvChaquetasParkas
590313PM,Parkas Mujer,Parka Classic Poly Negro Mate Cartepillar,$49.990,$0,https://www.paris.cl/parka-classic-poly-negro-mate-cartepillar-590313.html?dwvar_590313_color=0002&cgid=mujJuvChaquetasParkas
574077PM,Parkas Mujer,Chaqueta Tie Dye Opposite,$29.990,$0,https://www.paris.cl/chaqueta-tie-dye-opposite-574077.html?dwvar_574077_color=0002&cgid=mujJuvChaquetasParkas
473184PM,Parkas Mujer,Chaqueta Floral Umbrale ,$49.990,$0,https://www.paris.cl/chaqueta-floral-umbrale%C2%A0-473184.html?dwvar_473184_color=0960&cgid=mujJuvChaquetasParkas
590312PM,Parkas Mujer,Parka Classic Poly Cartepillar,$49.990,$0,https://www.paris.cl/parka-classic-poly-cartepillar-590312.html?dwvar_590312_color=0101&cgid=mujJuvChaquetasParkas
560221PM,Parkas Mujer,Chaqueta Cuero Topshop,$129.990,$70.000,https://www.paris.cl/chaqueta-cuero-topshop-560221.html?dwvar_560221_color=9999&cgid=mujJuvChaquetasParkas
487783PM,Parkas Mujer,Casaca Mujer Diseño Cierre Cruzado Maui,$32.990,$22.000,https://www.paris.cl/casaca-mujer-diseno-cierre-cruzado-maui-487783.html?dwvar_487783_color=0020&cgid=mujJuvChaquetasParkas
590260PM,Parkas Mujer,Parka Entrada Merrell,$74.990,$0,https://www.paris.cl/parka-entrada-merrell-590260.html?dwvar_590260_color=0610&cgid=mujJuvChaquetasParkas
514373PM,Parkas Mujer,Chaqueta Raw Camouflage Topshop,$49.990,$0,https://www.paris.cl/chaqueta-raw-camouflage-topshop-514373.html?dwvar_514373_color=9999&cgid=mujJuvChaquetasParkas
653225PM,Parkas Mujer,Chaqueta Longline Ecru Topshop,$59.990,$0,https://www.paris.cl/chaqueta-longline-ecru-topshop-653225.html?dwvar_653225_color=9999&cgid=mujJuvChaquetasParkas
590271PM,Parkas Mujer,Chaqueta Softshell Stpletn Merrell,$84.990,$0,https://www.paris.cl/chaqueta-softshell-stpletn-merrell-590271.html?dwvar_590271_color=0510&cgid=mujJuvChaquetasParkas
882956PM,Parkas Mujer,Chaqueta Larga Pelo Setepontocinco,$45.990,$0,https://www.paris.cl/chaqueta-larga-pelo-setepontocinco-882956.html?dwvar_882956_color=0001&cgid=mujJuvChaquetasParkas
526237PM,Parkas Mujer,Chaqueta Hacked Fitted Denim Topshop,$54.990,$0,https://www.paris.cl/chaqueta-hacked-fitted-denim-topshop-526237.html?dwvar_526237_color=9999&cgid=mujJuvChaquetasParkas
474583PM,Parkas Mujer,Casaca Reversible Aussie,$44.990,$0,https://www.paris.cl/casaca-reversible-aussie-474583.html?dwvar_474583_color=0001&cgid=mujJuvChaquetasParkas
474419PM,Parkas Mujer,Chaqueta Moda Opposite,$19.990,$5.000,https://www.paris.cl/chaqueta-moda-opposite-474419.html?dwvar_474419_color=0230&cgid=mujJuvChaquetasParkas
532778PM,Parkas Mujer,Calza Originals Negro Adidas ,$17.490,$7.500,https://www.paris.cl/calza-originals-negro-adidas%C2%A0-532778.html?dwvar_532778_color=0001&cgid=mujJuvChaquetasParkas
566807PM,Parkas Mujer,Abrigo Cropped Faux Fur Topshop,$31.990,$48.000,https://www.paris.cl/abrigo-cropped-faux-fur-topshop-566807.html?dwvar_566807_color=9999&cgid=mujJuvChaquetasParkas
